minutes, ingredients
14534, 30, 10
527462, 25, 4
136171, 40, 4
442029, 12, 6
144353, 10, 5
12973, 25, 5
313502, 10, 4
13596, 65, 8
147980, 60, 8
114212, 15, 5
187344, 25, 8
255420, 65, 16
396112, 25, 11
22416, 35, 5
49914, 15, 8
39401, 65, 5
75514, 60, 5
296020, 10, 4
428281, 65, 19
152773, 30, 9
97167, 55, 6
212815, 65, 11
381670, 65, 8
202727, 20, 5
80107, 35, 11
391784, 15, 6
129870, 44, 8
257829, 50, 9
19733, 60, 13
461049, 15, 6
83962, 65, 8
212081, 10, 11
523306, 12, 11
137860, 15, 10
164535, 10, 4
289244, 65, 10
477571, 10, 6
320615, 5, 5
89941, 20, 10
368533, 65, 12
234975, 10, 6
233295, 65, 7
331636, 60, 19
127270, 20, 8
5354, 0, 8
500523, 25, 8
463127, 10, 4
180358, 65, 11
162446, 13, 7
40828, 7, 5
190525, 15, 4
144584, 60, 10
246032, 65, 8
518268, 65, 10
219356, 25, 7
375150, 15, 7
6602, 30, 6
205370, 30, 7
6811, 25, 13
111467, 65, 6
386119, 65, 11
280973, 65, 10
57291, 60, 10
420031, 5, 4
95129, 30, 9
38360, 65, 6
441211, 40, 9
43750, 20, 9
49031, 5, 6
317389, 35, 5
219421, 20, 3
262246, 60, 12
189776, 35, 7
172038, 35, 10
380091, 15, 8
482501, 65, 13
71681, 35, 10
371172, 65, 9
16118, 65, 11
348564, 55, 6
372957, 25, 7
176184, 20, 8
78450, 15, 10
390169, 50, 16
455550, 10, 5
263437, 65, 7
53858, 55, 8
326049, 15, 6
309346, 45, 10
11047, 65, 14
220243, 65, 11
129627, 45, 6
385156, 65, 11
505755, 20, 16
43691, 65, 27
423885, 50, 11
97781, 65, 8
253244, 65, 7
123087, 60, 11
183838, 50, 10
88431, 5, 4
158011, 65, 9
70798, 65, 9
144073, 65, 11
372067, 65, 5
274382, 4, 5
304937, 65, 8
170594, 5, 4
453023, 45, 8
216681, 35, 11
184248, 45, 14
93373, 65, 8
31100, 30, 6
405010, 20, 13
368657, 65, 11
84260, 20, 8
368595, 45, 11
352545, 37, 13
249817, 12, 10
289592, 45, 12
417341, 40, 13
71240, 65, 9
129358, 65, 7
216337, 30, 11
460360, 20, 8
426445, 45, 5
379037, 20, 8
379283, 50, 9
66969, 30, 13
229398, 65, 20
318755, 15, 7
436626, 65, 12
178567, 45, 7
140422, 30, 5
165194, 15, 4
128840, 35, 10
347274, 35, 11
211702, 10, 4
115456, 27, 8
433040, 65, 8
172667, 30, 8
361341, 10, 13
145824, 30, 5
366740, 20, 9
8780, 65, 7
153141, 25, 8
438367, 50, 16
222910, 65, 9
30050, 15, 9
6668, 65, 11
64016, 25, 7
41233, 65, 12
282003, 40, 10
167807, 3, 5
131590, 50, 9
325567, 65, 14
336932, 65, 13
132747, 65, 5
221771, 25, 3
110098, 30, 4
33457, 36, 7
104456, 5, 7
217476, 44, 11
17342, 50, 13
381644, 15, 5
249754, 30, 12
372558, 30, 6
124062, 18, 7
234128, 60, 10
161963, 20, 3
344209, 3, 3
285128, 15, 15
146107, 65, 16
94097, 30, 10
450694, 30, 10
22596, 65, 14
16217, 65, 9
341493, 10, 4
300807, 30, 11
390303, 60, 14
211062, 50, 8
355321, 30, 9
116782, 50, 10
238372, 45, 12
443153, 65, 16
505013, 4, 7
344443, 5, 8
194766, 65, 15
224267, 30, 9
128803, 65, 9
52276, 6, 4
331063, 45, 12
314268, 65, 28
354458, 50, 11
427638, 65, 9
339108, 20, 15
240314, 20, 5
344419, 30, 13
495875, 30, 10
63365, 65, 7
188019, 2, 4
33449, 55, 14
33142, 65, 12
160600, 20, 2
4924, 0, 6
117193, 40, 21
123271, 10, 10
120234, 10, 4
22629, 30, 11
159799, 5, 4
212929, 20, 9
291827, 20, 10
216443, 65, 10
116924, 2, 5
126452, 30, 7
224274, 65, 11
225047, 40, 21
211729, 65, 14
314885, 10, 4
84679, 65, 13
455759, 65, 14
238978, 65, 8
410919, 65, 6
45388, 65, 8
213995, 65, 5
71112, 50, 9
272691, 65, 11
275276, 50, 7
1599, 49, 7
385776, 15, 6
234075, 65, 5
13637, 60, 8
302067, 65, 12
302794, 5, 6
105258, 30, 7
114960, 65, 7
367670, 30, 11
59228, 65, 8
472868, 45, 13
53266, 65, 15
244039, 15, 12
494369, 20, 16
405123, 45, 9
238938, 50, 11
147311, 20, 9
106811, 40, 9
52739, 20, 8
137670, 65, 10
151970, 60, 2
346914, 25, 3
276728, 55, 11
217030, 55, 19
208892, 45, 13
151975, 35, 12
59387, 50, 16
272930, 30, 11
145707, 65, 9
346845, 45, 4
424447, 10, 4
414079, 30, 9
333782, 65, 12
316265, 8, 4
112390, 20, 8
136655, 30, 7
334044, 5, 13
213336, 65, 13
167301, 65, 16
484135, 65, 6
193018, 65, 8
24892, 25, 10
40252, 65, 18
302737, 30, 3
194902, 65, 9
130838, 60, 12
171266, 35, 4
263058, 40, 14
192804, 65, 5
247840, 65, 20
163048, 15, 4
328784, 24, 11
332615, 65, 4
70962, 65, 7
134851, 15, 8
314745, 30, 8
435412, 26, 7
422066, 65, 12
144654, 65, 11
401632, 45, 7
130299, 40, 7
100089, 30, 6
2549, 60, 9
158863, 65, 7
34852, 65, 13
267152, 25, 9
358541, 65, 12
486707, 2, 6
120762, 12, 10
60876, 65, 7
183657, 15, 8
246348, 65, 6
154183, 60, 18
427641, 25, 8
523406, 18, 7
340438, 20, 14
113258, 55, 10
366599, 35, 12
160020, 20, 9
399006, 20, 10
102108, 15, 5
129693, 30, 14
269624, 10, 5
216400, 65, 9
216219, 10, 5
124261, 5, 4
170131, 20, 9
38102, 65, 12
303945, 10, 5
37595, 50, 15
450823, 40, 8
148767, 65, 17
118586, 24, 5
75748, 60, 10
281443, 65, 10
407523, 46, 11
30614, 65, 10
93825, 65, 11
273078, 60, 8
150044, 40, 14
213606, 40, 17
324984, 20, 6
280555, 10, 7
51820, 65, 13
344898, 27, 8
6676, 65, 11
213318, 2, 8
144334, 51, 8
168723, 1, 5
96185, 65, 6
404419, 5, 5
186034, 30, 3
237725, 65, 7
406925, 65, 14
14813, 60, 15
290298, 60, 11
71444, 50, 12
367547, 38, 7
124957, 40, 9
335003, 17, 3
361071, 19, 12
60980, 65, 15
216379, 20, 7
144909, 30, 12
48685, 60, 8
447345, 15, 7
297872, 20, 8
445775, 17, 6
259936, 50, 7
133262, 35, 10
422348, 65, 13
325484, 5, 5
95291, 5, 7
120208, 65, 11
53627, 35, 9
16793, 20, 6
72399, 65, 13
264494, 65, 16
265442, 20, 6
210578, 25, 8
21007, 5, 4
56262, 65, 11
275560, 45, 16
38552, 65, 10
267092, 45, 9
99546, 65, 9
202347, 40, 8
273988, 30, 10
256043, 65, 9
388054, 65, 9
115282, 12, 6
220098, 15, 3
163259, 10, 4
86740, 65, 18
402940, 65, 9
249361, 50, 11
372586, 65, 5
406221, 37, 10
223524, 65, 11
181198, 30, 11
293366, 17, 2
175413, 45, 10
134534, 15, 5
62708, 7, 7
254066, 60, 14
289033, 11, 15
233285, 65, 11
97501, 5, 5
139394, 13, 5
385499, 5, 6
28181, 50, 10
505785, 28, 10
82529, 45, 12
606, 65, 12
357909, 25, 8
114035, 10, 4
121045, 60, 9
17350, 45, 10
316495, 15, 14
192968, 65, 10
78145, 20, 6
239926, 5, 6
195857, 20, 6
352893, 60, 9
186300, 65, 11
344648, 24, 4
165434, 65, 19
82013, 15, 9
154878, 65, 12
480626, 65, 8
474315, 30, 6
7864, 35, 9
37828, 15, 12
325744, 65, 13
68017, 5, 7
85115, 30, 10
271304, 30, 11
187697, 20, 8
340618, 65, 13
65146, 50, 9
185041, 65, 11
288035, 25, 10
282669, 65, 15
279546, 15, 8
505029, 30, 8
49470, 25, 10
223517, 30, 7
250804, 30, 15
132893, 35, 7
373755, 60, 10
197685, 15, 10
131936, 65, 8
510756, 45, 7
497176, 40, 5
492587, 65, 9
490170, 40, 11
264079, 15, 9
289168, 65, 14
502909, 65, 11
81575, 40, 9
86957, 65, 11
95938, 65, 12
160981, 35, 8
81025, 40, 7
24973, 20, 7
97629, 10, 8
244303, 13, 4
354609, 65, 6
377052, 30, 22
260450, 25, 7
254156, 15, 15
28396, 25, 5
107510, 65, 10
108385, 65, 7
285037, 60, 11
448095, 50, 11
234296, 35, 11
108950, 65, 13
116795, 15, 8
50785, 55, 12
177897, 5, 6
167931, 10, 8
163296, 35, 9
163862, 35, 8
76349, 20, 7
237542, 50, 10
274401, 65, 11
126189, 65, 11
142105, 20, 12
294324, 65, 7
84174, 5, 3
486479, 35, 5
339057, 5, 4
96015, 65, 9
252198, 65, 29
17376, 25, 5
398115, 25, 4
104213, 65, 9
312630, 30, 8
237131, 20, 5
20674, 65, 6
94275, 20, 9
255812, 20, 5
221744, 65, 16
52920, 5, 7
51455, 30, 10
54767, 65, 8
18395, 30, 5
106647, 40, 7
157162, 65, 7
284206, 25, 5
91591, 30, 17
365456, 20, 10
458922, 25, 5
84092, 30, 11
515151, 30, 5
201653, 65, 12
311874, 30, 10
94698, 65, 11
202956, 65, 10
265441, 60, 11
52280, 30, 6
44357, 55, 7
310575, 45, 8
363701, 65, 10
237511, 40, 10
263146, 25, 7
2462, 0, 4
304949, 65, 13
12655, 55, 8
191562, 65, 4
252421, 5, 3
398774, 20, 5
76686, 65, 9
314189, 35, 8
213555, 15, 10
315263, 50, 13
380647, 15, 3
97596, 40, 5
221907, 55, 6
127352, 21, 8
12103, 65, 9
352914, 60, 11
119683, 45, 4
456472, 40, 10
469590, 20, 5
49365, 60, 13
359683, 20, 7
232636, 45, 5
369086, 65, 6
322809, 65, 18
104054, 15, 5
359948, 65, 12
106073, 15, 6
253509, 30, 14
95000, 35, 7
231059, 15, 5
126877, 25, 9
309698, 20, 4
165480, 65, 7
271807, 20, 4
155361, 25, 11
116405, 35, 13
136011, 45, 14
121947, 17, 7
382183, 20, 13
175759, 65, 9
443136, 65, 12
417888, 65, 12
243848, 25, 12
29710, 15, 6
345196, 40, 7
140357, 30, 6
479175, 65, 13
371764, 25, 8
245055, 2, 4
92171, 60, 12
124181, 50, 10
78005, 35, 8
463311, 30, 6
238550, 50, 7
384378, 5, 8
277918, 5, 5
128997, 65, 14
453194, 40, 11
94803, 25, 6
498951, 50, 11
155290, 11, 6
228375, 65, 18
222083, 45, 13
209969, 10, 3
165406, 40, 7
99710, 22, 3
64388, 65, 9
406535, 40, 12
72186, 60, 19
412293, 30, 18
28457, 13, 5
372970, 25, 10
373992, 35, 12
199222, 43, 9
270788, 40, 11
496011, 50, 15
332219, 22, 7
217758, 50, 12
89531, 1, 7
109029, 65, 7
262757, 65, 9
235297, 45, 7
229641, 10, 5
455565, 15, 8
441987, 45, 12
102175, 35, 10
58603, 45, 8
254255, 35, 12
378497, 20, 11
162712, 5, 5
286216, 50, 14
522005, 10, 6
31043, 32, 15
104079, 60, 10
92914, 65, 6
46964, 45, 8
54496, 30, 13
2621, 25, 13
307113, 15, 8
60019, 65, 7
325679, 65, 19
89404, 65, 6
103688, 30, 6
456273, 2, 4
54187, 65, 10
123329, 65, 11
185247, 13, 6
307881, 30, 8
108, 65, 14
313236, 34, 4
36933, 60, 12
241817, 30, 12
169620, 65, 4
70491, 65, 6
451622, 65, 9
223104, 65, 10
41934, 65, 14
139660, 50, 8
351655, 60, 10
292213, 15, 6
423295, 37, 11
201359, 30, 14
272233, 15, 5
206339, 65, 12
184710, 65, 10
139603, 65, 3
310507, 45, 8
334957, 30, 10
115944, 65, 13
429230, 20, 8
68591, 50, 11
404043, 20, 3
489447, 20, 13
392968, 25, 10
60467, 65, 9
254072, 65, 5
79297, 25, 9
499071, 20, 6
282779, 3, 12
372901, 5, 5
245059, 10, 4
91562, 25, 9
232419, 18, 9
53964, 5, 4
313694, 55, 10
286201, 65, 13
349304, 20, 4
456138, 25, 6
194676, 40, 9
52444, 40, 6
103437, 65, 11
210409, 3, 3
204533, 55, 6
328848, 37, 6
84906, 50, 7
350238, 15, 7
59584, 55, 13
342281, 25, 9
335147, 5, 8
216175, 20, 7
365127, 20, 6
242599, 15, 6
128806, 12, 5
247796, 20, 6
283890, 45, 10
15720, 25, 5
196753, 55, 11
404749, 55, 7
358650, 50, 9
277229, 65, 4
100032, 60, 13
22083, 45, 6
307250, 40, 14
234527, 25, 10
393600, 60, 12
27218, 10, 8
197790, 35, 7
33244, 35, 10
216518, 40, 9
91564, 25, 8
95162, 15, 5
176120, 65, 15
51395, 10, 17
111598, 35, 6
399699, 65, 14
94841, 65, 5
185382, 35, 10
70212, 20, 10
253039, 35, 12
164637, 25, 9
24054, 60, 10
114612, 20, 7
195444, 60, 8
132532, 40, 14
33672, 25, 7
281763, 60, 9
141046, 5, 8
255295, 2, 5
507224, 65, 12
491881, 65, 8
424675, 65, 12
56178, 8, 6
170943, 15, 6
346918, 65, 16
58650, 65, 9
265868, 10, 7
20344, 5, 5
31102, 55, 13
77887, 25, 2
244121, 15, 6
12089, 15, 6
363830, 35, 13
2388, 27, 8
147225, 20, 11
74891, 45, 10
249012, 65, 10
281330, 65, 11
36406, 14, 8
114165, 65, 5
98485, 29, 9
88118, 35, 8
28034, 65, 10
361848, 50, 6
482631, 42, 21
527351, 60, 12
186164, 55, 11
174602, 10, 7
22564, 40, 15
143566, 65, 5
115609, 65, 11
186899, 10, 6
148938, 5, 4
86772, 25, 7
345005, 50, 10
53550, 10, 8
99681, 15, 8
104429, 30, 7
151724, 60, 16
144796, 35, 10
128792, 25, 6
107397, 25, 8
400405, 40, 11
186399, 30, 17
373122, 20, 8
33954, 45, 3
183920, 20, 15
111678, 65, 13
185694, 32, 11
446582, 35, 13
311994, 50, 10
218503, 65, 8
445046, 65, 8
55265, 35, 14
110746, 6, 5
429278, 5, 4
125830, 60, 6
154910, 50, 9
135497, 65, 13
225498, 20, 11
422648, 65, 7
271231, 30, 7
46669, 25, 9
12737, 43, 5
294374, 55, 12
192982, 35, 7
213579, 30, 4
293750, 65, 19
23378, 45, 8
287809, 13, 7
351059, 65, 18
14972, 30, 9
135293, 45, 8
97714, 29, 9
106715, 65, 9
58039, 65, 10
288431, 2, 4
3478, 65, 15
144646, 45, 5
197007, 65, 17
69173, 50, 10
288165, 5, 4
294349, 50, 8
143464, 16, 9
63808, 65, 16
38258, 30, 11
29888, 65, 6
422853, 65, 14
351027, 3, 7
384222, 65, 21
18776, 60, 12
21420, 15, 7
151607, 15, 12
482361, 45, 5
159996, 10, 5
68941, 19, 12
92598, 50, 6
4004, 8, 14
189334, 20, 12
358448, 20, 9
77512, 45, 10
181888, 25, 5
440588, 60, 12
465652, 30, 14
142905, 65, 13
304461, 30, 12
380585, 25, 12
312581, 10, 4
77190, 65, 16
460929, 65, 5
311712, 65, 12
200086, 30, 7
104642, 35, 13
350548, 65, 9
397658, 6, 3
259133, 65, 3
428869, 65, 12
210200, 35, 4
13898, 42, 7
247719, 55, 7
395904, 65, 4
146410, 65, 9
29577, 40, 9
37898, 15, 11
404462, 40, 15
135977, 15, 9
154499, 10, 6
137688, 65, 5
76719, 65, 10
381832, 65, 12
320688, 65, 6
294420, 60, 14
109953, 65, 13
271913, 30, 6
129960, 5, 5
54924, 65, 7
145795, 55, 7
453328, 65, 10
386233, 55, 16
372928, 45, 11
327141, 20, 10
412734, 60, 9
294170, 65, 2
205521, 40, 6
161169, 65, 6
214295, 35, 9
315377, 20, 9
204836, 45, 6
372025, 65, 11
97752, 20, 4
404594, 5, 5
410267, 5, 6
215716, 65, 7
298941, 15, 4
215369, 35, 11
139733, 3, 2
195216, 23, 12
99666, 65, 15
159230, 35, 12
149930, 65, 10
2934, 65, 15
275486, 40, 12
106206, 65, 12
247657, 20, 12
35532, 60, 11
61618, 20, 5
533583, 20, 8
454315, 15, 9
384208, 33, 11
216557, 20, 9
449217, 65, 12
166415, 60, 15
62670, 65, 8
143180, 55, 8
184915, 65, 17
502888, 25, 6
256768, 10, 5
84491, 65, 4
126902, 65, 9
75219, 35, 4
112156, 15, 8
340589, 15, 7
144250, 15, 13
253262, 65, 20
406731, 65, 11
256476, 60, 9
399383, 25, 9
282905, 30, 11
61943, 5, 8
224785, 35, 11
312171, 45, 8
326367, 30, 4
136723, 65, 9
67746, 35, 8
155670, 4, 10
261781, 65, 9
297588, 50, 7
41312, 65, 6
283755, 25, 8
416607, 65, 13
30982, 40, 5
481927, 16, 15
25960, 65, 8
432824, 10, 7
216294, 25, 10
306066, 55, 11
34138, 35, 9
235693, 50, 12
173761, 20, 12
169543, 65, 15
259018, 65, 17
165902, 15, 4
480364, 30, 7
13047, 65, 8
159829, 10, 7
8282, 0, 4
117467, 65, 14
456243, 20, 10
469702, 65, 8
253359, 30, 7
58686, 65, 11
331649, 38, 9
217531, 4, 3
101990, 15, 7
456247, 36, 12
128085, 60, 8
21232, 65, 10
19107, 45, 12
136021, 5, 7
41002, 65, 4
456135, 45, 13
166793, 65, 20
123466, 25, 9
120442, 30, 10
199362, 17, 3
322811, 5, 3
69705, 35, 9
107575, 20, 5
227533, 45, 12
245979, 60, 11
16591, 50, 7
130505, 15, 12
292792, 65, 8
63869, 50, 18
116653, 55, 9
455415, 50, 8
398835, 65, 9
69279, 25, 4
215515, 30, 15
428811, 50, 4
124126, 13, 6
307517, 65, 5
112552, 50, 10
130218, 40, 3
288648, 65, 14
348693, 65, 3
66269, 45, 12
431445, 20, 6
381460, 12, 6
79192, 40, 4
35882, 60, 8
326372, 30, 14
112043, 35, 8
12506, 20, 9
254970, 65, 10
118634, 41, 10
84658, 65, 6
157680, 25, 3
246706, 55, 5
193570, 65, 10
167729, 23, 1
354569, 2, 5
404808, 20, 7
296501, 15, 4
292402, 65, 11
317667, 40, 9
173241, 65, 8
190688, 20, 12
202755, 10, 12
99174, 65, 7
93036, 5, 4
76942, 35, 7
439244, 65, 3
47041, 65, 12
47708, 15, 8
220429, 50, 9
134825, 65, 10
346169, 65, 17
399719, 20, 6
319830, 8, 8
388875, 15, 7
137925, 10, 4
259500, 5, 6
160769, 25, 14
265858, 30, 14
423471, 65, 11
318930, 35, 6
160954, 45, 11
36245, 65, 7
457124, 40, 14
351433, 45, 9
254103, 25, 6
386253, 65, 18
50660, 35, 8
133922, 65, 13
485114, 65, 7
78752, 65, 7
281035, 65, 12
222395, 30, 8
528125, 25, 8
264498, 65, 10
299322, 25, 16
241482, 65, 5
120568, 48, 9
261364, 20, 5
96493, 45, 9
469342, 65, 5
186392, 25, 9
138891, 30, 16
318428, 45, 9
43408, 20, 8
359589, 6, 4
407973, 65, 13
45756, 10, 2
108140, 50, 11
458487, 37, 12
450108, 20, 7
49002, 65, 19
242868, 50, 12
31364, 65, 7
358317, 40, 14
483231, 25, 6
280704, 65, 6
196837, 35, 14
369067, 65, 9
110284, 65, 9
358984, 65, 6
406588, 35, 7
427200, 15, 7
265786, 60, 11
119466, 65, 11
329686, 15, 6
136904, 45, 10
46028, 10, 9
112421, 30, 7
331881, 65, 13
134661, 45, 16
443131, 45, 14
217152, 46, 10
303521, 40, 6
277644, 40, 7
378020, 65, 6
303644, 15, 5
53915, 65, 17
495477, 60, 8
359373, 65, 6
173244, 30, 9
154886, 65, 4
310252, 35, 4
100704, 15, 7
186718, 45, 8
381105, 30, 7
371068, 60, 11
12012, 5, 8
252376, 35, 9
35087, 35, 9
371685, 65, 9
63979, 65, 6
375236, 30, 14
472336, 65, 10
295401, 30, 3
161601, 20, 4
302032, 20, 7
205638, 35, 8
296491, 32, 14
26103, 35, 12
334992, 45, 23
29247, 45, 11
276649, 10, 7
251439, 60, 9
411822, 6, 5
251814, 35, 7
218316, 35, 8
69034, 65, 16
226373, 25, 10
343059, 65, 5
42621, 30, 8
364741, 65, 10
225264, 20, 8
97804, 28, 5
148997, 65, 8
17596, 6, 8
156965, 35, 6
123206, 25, 4
170477, 65, 11
459073, 10, 4
194217, 45, 9
139104, 65, 13
229437, 30, 5
207570, 55, 11
212368, 10, 6
118787, 17, 9
478695, 65, 10
292970, 1, 12
205973, 10, 8
315871, 55, 12
415255, 65, 17
96931, 35, 6
48112, 45, 6
317987, 5, 6
507105, 55, 7
156381, 65, 7
255188, 65, 10
461083, 35, 15
163983, 40, 8
117011, 65, 7
456534, 10, 5
233842, 10, 7
206595, 60, 13
356769, 5, 2
194258, 65, 11
205410, 10, 4
205228, 30, 12
55744, 35, 4
309780, 25, 11
413821, 65, 3
357085, 45, 11
387605, 5, 11
21899, 55, 10
89116, 20, 7
53587, 65, 16
95217, 5, 6
358821, 55, 9
31641, 20, 5
83904, 65, 8
190430, 1, 4
245581, 20, 11
114311, 25, 8
173699, 35, 9
44017, 23, 11
32821, 55, 7
51973, 40, 6
65533, 40, 11
63171, 65, 9
98497, 10, 3
186896, 65, 10
89380, 32, 3
318677, 12, 8
410180, 65, 14
212534, 65, 21
58907, 30, 8
172815, 65, 11
138489, 65, 10
36586, 28, 5
76203, 5, 6
219281, 40, 14
249833, 10, 6
93131, 65, 9
205755, 65, 13
244965, 40, 6
388098, 50, 16
460604, 25, 5
32001, 24, 10
101884, 42, 11
158083, 45, 9
244522, 65, 7
298073, 20, 8
291460, 22, 13
2019, 5, 4
22890, 20, 3
384233, 60, 18
348403, 20, 4
125631, 65, 9
205748, 65, 5
384183, 65, 7
535653, 64, 16
28662, 65, 6
146403, 20, 6
225177, 10, 11
26194, 30, 8
475322, 20, 8
66614, 35, 5
276196, 65, 3
361683, 50, 15
269172, 25, 8
109823, 40, 10
185531, 5, 7
194996, 35, 13
235326, 11, 7
482290, 15, 7
380018, 15, 11
55274, 30, 2
341162, 65, 8
78310, 65, 12
508756, 15, 5
256578, 40, 6
97882, 65, 9
228446, 20, 10
70137, 65, 14
226923, 65, 7
475855, 65, 10
221637, 15, 7
382781, 50, 15
534266, 65, 6
445848, 40, 10
38523, 5, 5
77113, 12, 4
173774, 25, 12
122385, 65, 7
206291, 50, 10
256664, 65, 13
212020, 40, 9
483816, 65, 5
427187, 60, 11
383829, 25, 7
60218, 65, 14
315248, 30, 10
286428, 65, 12
348061, 40, 10
314069, 50, 6
334128, 30, 17
142517, 60, 5
364630, 65, 13
379896, 65, 7
56634, 40, 9
413361, 40, 15
182370, 65, 5
105493, 55, 5
55711, 25, 8
487173, 45, 8
23283, 10, 9
391962, 25, 12
33876, 7, 4
270264, 40, 10
34352, 25, 17
492862, 5, 6
413869, 65, 8
296814, 45, 11
218534, 30, 12
343587, 53, 7
6489, 65, 12
40652, 65, 10
211966, 65, 15
78545, 65, 7
363418, 65, 11
43658, 15, 4
532080, 21, 18
264355, 55, 8
318091, 20, 12
243616, 65, 12
209859, 65, 18
375811, 65, 10
199841, 65, 7
477996, 15, 7
157723, 45, 6
223744, 25, 4
49787, 55, 13
385951, 65, 12
296721, 25, 5
56984, 35, 5
99043, 65, 13
221707, 65, 11
496326, 20, 5
52297, 15, 11
451167, 15, 9
31259, 5, 6
199992, 20, 7
165189, 30, 11
168945, 10, 5
353760, 65, 13
120589, 45, 6
76220, 65, 4
130075, 15, 8
61021, 60, 9
197585, 65, 16
44829, 5, 6
249680, 60, 12
354850, 55, 10
371560, 65, 9
98465, 65, 9
430096, 35, 17
360772, 25, 11
75441, 10, 9
131372, 65, 5
377280, 10, 6
323694, 25, 9
92385, 65, 20
303528, 20, 8
282650, 35, 6
36899, 0, 16
153781, 65, 6
60644, 15, 4
288735, 30, 8
404700, 5, 2
456222, 45, 17
23095, 65, 7
328134, 15, 7
371385, 35, 8
128617, 45, 6
20684, 35, 9
196093, 30, 13
151867, 17, 4
478826, 35, 7
196593, 10, 7
36148, 2, 5
89732, 50, 15
58801, 30, 5
468446, 50, 7
23936, 32, 8
79298, 65, 11
352559, 45, 13
231874, 20, 12
319771, 5, 7
212032, 65, 6
267109, 10, 4
160399, 60, 12
70827, 25, 6
252641, 11, 8
10181, 65, 6
66154, 65, 10
59355, 15, 12
98663, 35, 6
357927, 30, 6
87280, 50, 11
47011, 45, 10
292212, 65, 15
417578, 60, 8
39114, 35, 7
241340, 20, 7
29923, 65, 12
223023, 5, 8
351657, 60, 10
154472, 35, 11
111697, 65, 5
429109, 20, 9
47087, 65, 10
502002, 10, 5
201730, 33, 18
305724, 25, 9
223589, 65, 10
384516, 45, 5
86643, 40, 5
299786, 30, 12
206872, 60, 6
204795, 65, 8
113853, 4, 5
209472, 5, 4
278652, 30, 6
119118, 35, 13
137112, 45, 13
293634, 5, 3
160695, 28, 7
362005, 65, 8
324009, 17, 7
84823, 45, 13
390363, 65, 11
311147, 65, 8
282328, 5, 4
113161, 40, 11
388014, 35, 6
127309, 65, 7
39163, 5, 3
273713, 40, 4
107153, 5, 9
159535, 35, 11
31972, 65, 4
62329, 40, 10
459539, 65, 3
341368, 45, 23
383603, 16, 11
405762, 5, 6
454670, 25, 8
244246, 35, 9
77920, 10, 5
55470, 35, 11
427563, 5, 4
490199, 50, 9
365284, 25, 10
6879, 20, 8
409813, 60, 12
154958, 15, 11
366778, 25, 7
147349, 30, 10
84119, 11, 9
118359, 15, 11
124690, 60, 12
30288, 65, 9
207040, 8, 4
111962, 60, 16
387852, 25, 7
484400, 40, 7
132165, 30, 9
312622, 65, 13
135211, 40, 12
36129, 10, 11
511485, 30, 11
148880, 45, 13
482889, 45, 12
100492, 65, 12
28556, 10, 12
221051, 36, 3
308499, 60, 7
464589, 55, 12
293172, 65, 10
188931, 31, 11
16110, 35, 9
23334, 35, 7
9823, 65, 7
511088, 65, 21
389126, 55, 5
260238, 30, 10
306239, 13, 6
271261, 65, 15
8703, 35, 6
74955, 60, 12
16248, 65, 8
162266, 65, 11
391880, 5, 9
150831, 65, 8
320680, 65, 11
